Type;SIRET;Numero PV;Raison sociale;Adresse;CP;UL;Ville;Département;Région;IDCC;FD;Lib IDCC;Date;Coll;Inscrits;Votants;sve_total;CGT;CFDT;CGT-FO;CFTC;CFE-CGC;SOLIDAIRES;UNSA;AUTRES;siret;coordonneeLambertAbscisseEtablissement;coordonneeLambertOrdonneeEtablissement;longitude;latitude
CSE;33977442400206;5073834;ADAGES - CSEE HAMEAU DES HORIZONS EAM;41 PLAN DES GARRIGUES;34830;MONTPELLIER;CLAPIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;22;14.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400206;771912.0955447733;6283825.73214264;3.8911339999999996;43.64982199999999
CSE;33977442400206;5073835;ADAGES - CSEE HAMEAU DES HORIZONS EAM;41 PLAN DES GARRIGUES;34830;MONTPELLIER;CLAPIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;41;17.0;16.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400206;771912.0955447733;6283825.73214264;3.8911339999999996;43.64982199999999
CSE;33977442400164;5073840;ADAGES - CSEE POLE SOCIAL REGAIN;421 RUE DE L AGATHOIS;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;99;48.0;45.0;27.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400164;766560.6424378662;6281755.6680440055;3.824556;43.631719999999994
CSE;33977442400164;5073841;ADAGES - CSEE POLE SOCIAL REGAIN;421 RUE DE L AGATHOIS;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;55;30.0;30.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400164;766560.6424378662;6281755.6680440055;3.824556;43.631719999999994
CSE;33977442400115;5076112;ADAGES - CSEE COSTEROUSSE;43 AVENUE DES BARONNES;34730;LUNEL;PRADES LE LEZ;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;50;25.0;22.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400115;770264.8615972624;6288322.154636329;3.8713380000000006;43.69044400000001
CSE;33977442400271;5078096;ADAGES - CSEE SOAE;7 RUE JOSEPH FABRE;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;47;28.0;27.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400271;718881.1602382875;6250059.839865819;3.232751;43.34943099999999
CSE;33977442400271;5078097;ADAGES - CSEE SOAE;7 RUE JOSEPH FABRE;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;2;64;39.0;32.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400271;718881.1602382875;6250059.839865819;3.232751;43.34943099999999
CSE;49771480800035;5082549;ASSOCIATION DE PREVENTION SPECIALISEE 34;912 RUE DE LA CROIX VERTE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;23/11/2023;1;43;29.0;26.0;0.0;10.0;16.0;0.0;0.0;0.0;0.0;0.0;49771480800035;767980.3024134281;6283121.714502972;3.8423220000000002;43.64387599999998
CSE;33977442400438;5083448;ADAGES - CSEE PEYREFICADE ESAT MS;133 ROUTE DE LA GARE;34750;SETE;VILLENEUVE LES MAGUELONE;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;12;8.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400438;768926.0205308994;6271772.6158452155;3.852521;43.54167599999999
CSE;33977442400461;5098286;ADAGES - CSEE MAS DE FONTCOLOMBE;509 RUE DE CHATEAU BON;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;30/11/2023;1;44;13.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33977442400461;767218.4660950628;6277891.045042565;3.8322000000000003;43.596886999999995
CSE;39998849200043;5119465;REDUIRE LES RISQUES;5 RUE FOUQUES;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;26/12/2023;5;12;10.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39998849200043;770143.4772591142;6278527.628668766;3.868497;43.60233099999999
CSE;34298470500042;5170888;ETS CENTRE HERAULT;10 RUE LAENNEC BP 100;34120;AGDE PEZENAS;PEZENAS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;12/03/2024;5;55;30.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34298470500042;734255.5129102984;6261957.448240719;3.4230559999999994;43.45589099999997
CSE;77597185600015;5263624;ASSOCIATION THIERRY ALBOUY;10 RUE EVARISTE GALOIS;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;09/01/2024;1;41;30.0;26.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;77597185600015;720185.6635752026;6247672.280114454;3.248738999999999;43.32791699999998
CSE;77597185600015;5263626;ASSOCIATION THIERRY ALBOUY;10 RUE EVARISTE GALOIS;34500;BEZIERS;BEZIERS;34;Occitanie;413;FD CGT SANTE, AS;PERSONNES INADAPTEES ET HANDICAPEES ETABLISSEMENTS;09/01/2024;2;27;25.0;16.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;77597185600015;720185.6635752026;6247672.280114454;3.248738999999999;43.32791699999998
CSE;34231462200057;4931909;SAS LES CHAIS DU SUD - LES VINS BOUACHON;9 QUAI PAUL RIQUET;34200;SETE;SETE;34;Occitanie;493;FD CGT AGRO ALIMENTAIRE, FORET;VINS CIDRES JUS DE FRUITS SPIRITUEUX;19/09/2023;5;20;18.0;17.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;34231462200057;756916.2538612155;6257054.441896999;3.702365999999999;43.410329
CSE;79929469900019;5117011;LISTEL BILLETTE  LOUIS CHATEL LC  PRADEL HENRI LAVIGNE CAPESTREL BERNARD CAMP ROMAIN LIST'ELLE ESTIL;RTE D AGDE;34200;SETE;SETE;34;Occitanie;493;FD CGT AGRO ALIMENTAIRE, FORET;VINS CIDRES JUS DE FRUITS SPIRITUEUX;17/01/2024;1;11;10.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79929469900019;749468.793497146;6251717.511693625;3.6099569999999996;43.362874999999974
CSE;85395147300026;5266767;CORDIER EXCEL TRILLES;AVENUE DE L EUROPE;34370;BEZIERS;MAUREILHAN;34;Occitanie;493;FD CGT AGRO ALIMENTAIRE, FORET;VINS CIDRES JUS DE FRUITS SPIRITUEUX;31/05/2024;1;59;41.0;39.0;0.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;85395147300026;710297.7679193921;6250390.556783849;3.1269490000000006;43.352581999999984
CSE;85395147300026;5266768;CORDIER EXCEL TRILLES;AVENUE DE L EUROPE;34370;BEZIERS;MAUREILHAN;34;Occitanie;493;FD CGT AGRO ALIMENTAIRE, FORET;VINS CIDRES JUS DE FRUITS SPIRITUEUX;31/05/2024;2;19;18.0;17.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;85395147300026;710297.7679193921;6250390.556783849;3.1269490000000006;43.352581999999984
CSE;42890002100034;4991899;SERVICES MAINTENANCE ET PROPRETE;3  AV DES COMPAGNONS;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;538;FD CGT PORTS ET DOCKS;MANUTENTION FERROVIAIRE TRAVAUX CONNEXES;05/12/2023;5;17;12.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42890002100034;773897.9077020657;6283178.587431009;3.9156469999999994;43.643794999999976
CSE;43524517000012;4527598;OCTIKA;121 RUE GEORGES GUYNEMER;34130;LUNEL;MAUGUIO;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;25/05/2021;5;25;25.0;24.0;0.0;7.5;9.0;7.5;0.0;0.0;0.0;0.0;43524517000012;775909.9678137694;6276643.449478755;3.9396119999999994;43.58478499999998
CSE;52043500900094;4628016;SAS;25 AVENUE CAPELADO;34160;LUNEL;CASTRIES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;14/03/2022;2;66;48.0;43.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;52043500900094;778231.8696017753;6286348.695405407;3.9698249999999993;43.67185199999998
CSE;52043500900094;4628017;SAS;25 AVENUE CAPELADO;34160;LUNEL;CASTRIES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;14/03/2022;3;25;16.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;52043500900094;778231.8696017753;6286348.695405407;3.9698249999999993;43.67185199999998
CSE;52043500900094;4628023;SAS;25 AVENUE CAPELADO;34160;LUNEL;CASTRIES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;14/03/2022;1;47;28.0;27.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;52043500900094;778231.8696017753;6286348.695405407;3.9698249999999993;43.67185199999998
CSE;52259008200205;4765523;F.I.A LITTORAL;1387  RUE DE LA CASTELLE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;02/12/2022;1;96;85.0;79.0;0.0;0.0;79.0;0.0;0.0;0.0;0.0;0.0;52259008200205;770121.0073990375;6275523.277428169;3.867809999999999;43.57530299999999
CSE;34525508700081;4773293;CAFES BIBAL VENDING;236 RUE DES SARIETTES;34130;LUNEL;SAINT AUNES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;05/01/2023;1;67;22.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;34525508700081;778451.3182681472;6283719.945273986;3.972144;43.648175999999985
CSE;34525508700081;4773297;CAFES BIBAL VENDING;236 RUE DES SARIETTES;34130;LUNEL;SAINT AUNES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;05/01/2023;2;30;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;34525508700081;778451.3182681472;6283719.945273986;3.972144;43.648175999999985
CSE;44084901600066;4804589;VESTAS FRANCE SAS;770 AVENUE ALFRED SAUVY;34470;MONTPELLIER;PEROLS;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;10/03/2023;2;484;152.0;146.0;0.0;0.0;0.0;73.0;73.0;0.0;0.0;0.0;44084901600066;775851.9201801799;6275987.310202177;3.9387969999999997;43.578887999999964
CSE;44084901600066;4804590;VESTAS FRANCE SAS;770 AVENUE ALFRED SAUVY;34470;MONTPELLIER;PEROLS;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;10/03/2023;1;180;29.0;21.0;0.0;0.0;0.0;10.5;10.5;0.0;0.0;0.0;44084901600066;775851.9201801799;6275987.310202177;3.9387969999999997;43.578887999999964
CSE;34396773300118;4817208;GOUIRAN SAS;71 RUE MEHDI BEN BARKA;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;11/04/2023;2;29;21.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34396773300118;769939.3305986251;6276099.923171727;3.8656399999999995;43.580508999999985
CSE;34396773300118;4817209;GOUIRAN SAS;71 RUE MEHDI BEN BARKA;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;11/04/2023;1;116;66.0;59.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34396773300118;769939.3305986251;6276099.923171727;3.8656399999999995;43.580508999999985
CSE;35152822900088;4904796;DELL SAS;1 ROND POINT BENJAMIN FRANKLIN;34938;MONTPELLIER;MONTPELLIER;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;22/06/2023;3;789;509.0;496.95;0.0;124.65;123.0;124.65;124.65;0.0;0.0;0.0;35152822900088;773677.5212703181;6280374.506323753;3.9125150000000004;43.618589
CSE;35152822900088;4904797;DELL SAS;1 ROND POINT BENJAMIN FRANKLIN;34938;MONTPELLIER;MONTPELLIER;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;22/06/2023;1;72;36.0;20.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;35152822900088;773677.5212703181;6280374.506323753;3.9125150000000004;43.618589
CSE;35152822900088;4904798;DELL SAS;1 ROND POINT BENJAMIN FRANKLIN;34938;MONTPELLIER;MONTPELLIER;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;22/06/2023;2;122;72.0;72.01;0.0;15.67;25.0;15.67;15.67;0.0;0.0;0.0;35152822900088;773677.5212703181;6280374.506323753;3.9125150000000004;43.618589
CSE;48317511300040;5078173;TES-AMM;ZAE LA BISTE II;34670;LUNEL;BAILLARGUES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;19/12/2023;4;20;9.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48317511300040;780644.9821222731;6284769.867229837;3.999488999999999;43.657375999999964
CSE;35343911000035;5144264;AVIDOC;8  RUE DE COPENHAGUE;34350;BEZIERS;VENDRES;34;Occitanie;573;FD CGT COMMERCE;COMMERCES DE GROS;26/01/2024;1;93;44.0;32.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;35343911000035;717917.8982778563;6244667.447806124;3.2206910000000004;43.30094699999999
CSE;85384244100125;5006687;PAPREC MEDITERRANEE;576 RUE DE LA LIBERATION;34130;LUNEL;LANSARGUES;34;Occitanie;637;FD CGT TRANSPORT;RECUPERATION INDUSTRIES ET COMMERCES;06/12/2023;5;31;31.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;85384244100125;786849.6757179279;6283408.857343722;4.076148999999999;43.644397
CSE;39195574700087;5062074;TRIADE ELECTRONIQUE;169 CHE DES THERMES;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;637;FD CGT TRANSPORT;RECUPERATION INDUSTRIES ET COMMERCES;04/12/2023;2;13;13.0;11.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;39195574700087;774603.8827064581;6281787.497277404;3.9241919999999992;43.63120499999999
CSE;39195574700087;5062075;TRIADE ELECTRONIQUE;169 CHE DES THERMES;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;637;FD CGT TRANSPORT;RECUPERATION INDUSTRIES ET COMMERCES;04/12/2023;1;29;24.0;23.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;39195574700087;774603.8827064581;6281787.497277404;3.9241919999999992;43.63120499999999
CSE;44271860700025;4634219;SEM PFO LE PECH BLEU;RTE DE CORNEILHAN;34500;BEZIERS;BEZIERS;34;Occitanie;759;FD CGT SERVICE PUBLIC;POMPES FUNEBRES;10/05/2022;2;27;27.0;19.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;44271860700025;717335.8223237981;6251034.572891887;3.2137340000000005;43.35823899999998
CSE;79131059200021;4935771;SAEML SFMA;AVENUE ALBERT EINSTEIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;759;FD CGT SERVICE PUBLIC;POMPES FUNEBRES;28/09/2023;4;27;27.0;26.0;0.0;17.0;0.0;0.0;0.0;0.0;9.0;0.0;79131059200021;773404.1499997595;6279381.815024627;3.908987999999999;43.60968599999998
CSE;79131059200021;4935772;SAEML SFMA;AVENUE ALBERT EINSTEIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;759;FD CGT SERVICE PUBLIC;POMPES FUNEBRES;28/09/2023;4;24;24.0;24.0;0.0;0.0;11.0;0.0;0.0;0.0;13.0;0.0;79131059200021;773404.1499997595;6279381.815024627;3.908987999999999;43.60968599999998
CSE;79858506300018;4824672;LE MOULIN DE LA ROCADE;87  RTE DE MONTPELLIER;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;843;FD CGT AGRO ALIMENTAIRE, FORET;BOULANGERIE PATISSERIE ENTREPRISES ARTISANALES;31/03/2023;5;11;3.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;79858506300018;761923.5875492558;6262672.541226996;3.7648259999999993;43.460452
CSE;77598176400027;4814170;AIST SANTE TRAVAIL BEZIERS COEUR D'HERAULT;79 AVENUE GEORGES CLEMENCEAU;34500;BEZIERS;BEZIERS;34;Occitanie;897;FD CGT SANTE, AS;MEDECINE DU TRAVAIL SERVICES INTERENTREPRISES;06/04/2023;3;24;18.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;77598176400027;717816.0173489075;6249917.281792748;3.2196159999999994;43.348175999999995
CSE;77598176400027;4814171;AIST SANTE TRAVAIL BEZIERS COEUR D'HERAULT;79 AVENUE GEORGES CLEMENCEAU;34500;BEZIERS;BEZIERS;34;Occitanie;897;FD CGT SANTE, AS;MEDECINE DU TRAVAIL SERVICES INTERENTREPRISES;06/04/2023;1;72;55.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;77598176400027;717816.0173489075;6249917.281792748;3.2196159999999994;43.348175999999995
CSE;77605409000092;4992503;EN SANTE;273 AVENUE DE LA POMPIGNANE;34027;MONTPELLIER;MONTPELLIER;34;Occitanie;897;FD CGT SANTE, AS;MEDECINE DU TRAVAIL SERVICES INTERENTREPRISES;22/11/2023;3;80;66.0;65.0;0.0;29.0;0.0;0.0;36.0;0.0;0.0;0.0;77605409000092;772526.1632699043;6279882.041781638;3.8981869999999996;43.614276999999994
CSE;77605409000092;4992504;EN SANTE;273 AVENUE DE LA POMPIGNANE;34027;MONTPELLIER;MONTPELLIER;34;Occitanie;897;FD CGT SANTE, AS;MEDECINE DU TRAVAIL SERVICES INTERENTREPRISES;22/11/2023;1;73;67.0;66.0;0.0;12.0;33.0;21.0;0.0;0.0;0.0;0.0;77605409000092;772526.1632699043;6279882.041781638;3.8981869999999996;43.614276999999994
CSE;77605409000092;4992505;EN SANTE;273 AVENUE DE LA POMPIGNANE;34027;MONTPELLIER;MONTPELLIER;34;Occitanie;897;FD CGT SANTE, AS;MEDECINE DU TRAVAIL SERVICES INTERENTREPRISES;22/11/2023;2;69;61.0;61.0;0.0;0.0;28.0;30.0;3.0;0.0;0.0;0.0;77605409000092;772526.1632699043;6279882.041781638;3.8981869999999996;43.614276999999994
CSE;32920877101171;4820588;INOVIE LABOSUD;90 RUE NICOLAS CHEDEVILLE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;959;FD CGT CHIMIE;ANALYSES MEDICALES LABORATOIRES EXTRA-HOSPITALIERS;28/03/2023;2;619;412.0;388.0;177.0;135.0;12.0;0.0;0.0;0.0;64.0;0.0;32920877101171;769804.8104945248;6275278.839227831;3.863863999999999;43.573135
CSE;32920877101171;4820589;INOVIE LABOSUD;90 RUE NICOLAS CHEDEVILLE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;959;FD CGT CHIMIE;ANALYSES MEDICALES LABORATOIRES EXTRA-HOSPITALIERS;28/03/2023;3;72;55.0;51.0;0.0;12.0;11.0;0.0;0.0;0.0;28.0;0.0;32920877101171;769804.8104945248;6275278.839227831;3.863863999999999;43.573135
CSE;32920877101171;4820590;INOVIE LABOSUD;90 RUE NICOLAS CHEDEVILLE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;959;FD CGT CHIMIE;ANALYSES MEDICALES LABORATOIRES EXTRA-HOSPITALIERS;28/03/2023;1;489;296.0;280.0;132.0;72.0;11.0;0.0;0.0;0.0;65.0;0.0;32920877101171;769804.8104945248;6275278.839227831;3.863863999999999;43.573135
CSE;90344335600014;5030239;KALORIO;2 RTE DE LUNEL VIEL;34400;LUNEL;ST JUST;34;Occitanie;998;FD CGT TRAVAILLEURS DE LA METALLURGIE;EQUIPEMENTS THERMIQUES OETAM;30/11/2023;5;21;5.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;90344335600014;789708.4974737661;6285152.018410215;4.111872;43.659723999999976
CSE;34081591900022;4594009;SAVAB;30 AVENUE DE LA VOIE DOMITIENNE;34500;BEZIERS;BEZIERS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;15/03/2021;1;17;16.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34081591900022;720409.8669176025;6249843.873523735;3.251587;43.347445999999984
CSE;34380682400029;4897194;TRESSOL SAS;AC DE MONTIMARAN;34500;BEZIERS;BEZIERS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;21/06/2023;2;53;28.0;28.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;34380682400029;720508.3976541344;6249779.158898494;3.2527989999999996;43.346860999999976
CSE;34380682400029;4897195;TRESSOL SAS;AC DE MONTIMARAN;34500;BEZIERS;BEZIERS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;21/06/2023;1;59;29.0;28.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;34380682400029;720508.3976541344;6249779.158898494;3.2527989999999996;43.346860999999976
CSE;31459419300034;4935786;ABCIS BITERROIS BY AUTOSPHERE;28 AVENUE DE LA VOIE DOMITIENNE BP 605;34535;MONTPELLIER;BEZIERS CEDEX;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;15/09/2023;1;48;42.0;38.0;0.0;23.0;0.0;0.0;0.0;0.0;15.0;0.0;31459419300034;757306.7861185396;6257913.522449382;3.707279999999999;43.418025999999976
CSE;31459419300034;4935787;ABCIS BITERROIS BY AUTOSPHERE;28 AVENUE DE LA VOIE DOMITIENNE BP 605;34535;MONTPELLIER;BEZIERS CEDEX;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;15/09/2023;2;36;35.0;33.0;0.0;20.0;0.0;0.0;3.0;0.0;10.0;0.0;31459419300034;757306.7861185396;6257913.522449382;3.707279999999999;43.418025999999976
CSE;33879257500114;5016643;GRIM AUTO;448  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;13/11/2023;3;27;20.0;19.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;33879257500114;770537.1406852789;6275431.164922868;3.872947;43.574432999999985
CSE;33879257500114;5016644;GRIM AUTO;448  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;13/11/2023;2;38;22.0;19.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;33879257500114;770537.1406852789;6275431.164922868;3.872947;43.574432999999985
CSE;33879257500114;5016645;GRIM AUTO;448  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;13/11/2023;1;82;54.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33879257500114;770537.1406852789;6275431.164922868;3.872947;43.574432999999985
CSE;50480356000052;5016650;GRIM PASSION;564  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;09/11/2023;2;35;34.0;32.0;0.0;0.0;23.0;0.0;9.0;0.0;0.0;0.0;50480356000052;770533.99439308;6275430.685543148;3.872908;43.57442899999998
CSE;90760253600019;5043529;NOUVEAUX GARAGES MONTPELLIERAINS;700 RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;04/12/2023;1;121;103.0;99.0;83.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;90760253600019;771207.539497111;6276546.20947027;3.8813969999999993;43.58439799999999
CSE;90760253600019;5043530;NOUVEAUX GARAGES MONTPELLIERAINS;700 RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;04/12/2023;2;68;63.0;48.0;0.0;0.0;0.0;0.0;48.0;0.0;0.0;0.0;90760253600019;771207.539497111;6276546.20947027;3.8813969999999993;43.58439799999999
CSE;33423838300049;5086298;DBF MONTPELLIER;3160 AV DE MAURIN;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;14/11/2023;2;82;33.0;18.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;33423838300049;770668.1513476921;6275903.774858304;3.8746329999999993;43.578672000000005
CSE;44805611900044;5110173;MONTIMARAN MONTPELLIER;RUE ALPHONSE BEAU DE ROCHAS;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;25/01/2024;2;14;8.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;44805611900044;774975.1521038392;6282625.665820764;3.928912999999999;43.63870699999998
CSE;83375217300017;5151329;GRANDS GARAGES DE L'HERAULT;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;1;50;37.0;31.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83375217300017;771152.236434893;6276397.542657406;3.880692;43.58306599999998
CSE;83375217300017;5151330;GRANDS GARAGES DE L'HERAULT;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;2;30;28.0;22.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;83375217300017;771152.236434893;6276397.542657406;3.880692;43.58306599999998
CSE;83380307500013;5151378;TRESSOL CHABRIER MONTPELLIER;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;1;29;22.0;17.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;83380307500013;771152.236434893;6276397.542657406;3.880692;43.58306599999998
